"","response_uuid","Age","Trial","Usable frames (%)","synch_good"
"22","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","4",0.644278606965174,0.455598455598456
"23","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","5",0.371571072319202,0.731543624161074
"24","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","6",0.551122194513716,0.16289592760181
"25","06f52932-c87c-4815-adb9-52cc60998bd9","12","1",0.763092269326683,0.42156862745098
"26","06f52932-c87c-4815-adb9-52cc60998bd9","12","2",0.678304239401496,0.647058823529412
"27","06f52932-c87c-4815-adb9-52cc60998bd9","12","3",0.445,0.241573033707865
"28","06f52932-c87c-4815-adb9-52cc60998bd9","12","4",0.738805970149254,0.723905723905724
"29","06f52932-c87c-4815-adb9-52cc60998bd9","12","5",0.790523690773067,0.271293375394322
"30","06f52932-c87c-4815-adb9-52cc60998bd9","12","6",0.339152119700748,0.566176470588235
"31","08eee7ba-ef32-489d-9d25-e6cd14a0b267","6","1",0.827930174563591,0.966867469879518
"32","08eee7ba-ef32-489d-9d25-e6cd14a0b267","6","2",0.663341645885287,0.838345864661654
"33","08eee7ba-ef32-489d-9d25-e6cd14a0b267","6","3",0.72,0.545138888888889
"34","095b6236-bad8-4356-8325-878f7a78c608","6","1",0.478802992518703,0.255208333333333
"35","095b6236-bad8-4356-8325-878f7a78c608","6","2",0.683291770573566,0.437956204379562
"36","095b6236-bad8-4356-8325-878f7a78c608","6","3",0.4725,0.142857142857143
"37","095b6236-bad8-4356-8325-878f7a78c608","6","4",0.721393034825871,0.886206896551724
"38","095b6236-bad8-4356-8325-878f7a78c608","6","5",0.605985037406484,0.362139917695473
"39","095b6236-bad8-4356-8325-878f7a78c608","6","6",0.600997506234414,0.730290456431535
"40","0da636ec-fbd5-4f6b-9b7d-5fa0416da284","12","1",0.55860349127182,0.165178571428571
"41","14bde937-9452-4ae0-a0ce-8553c2aa41e5","6","2",0.493765586034913,0.747474747474748
"42","14bde937-9452-4ae0-a0ce-8553c2aa41e5","6","3",0.6025,0.04149377593361
"43","14bde937-9452-4ae0-a0ce-8553c2aa41e5","6","4",0.549751243781095,0.615384615384615
"44","14bde937-9452-4ae0-a0ce-8553c2aa41e5","6","5",0.379052369077307,0.480263157894737
"45","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","2",0.648379052369077,0.638461538461538
"46","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","3",0.885,0.474576271186441
"47","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","4",0.947761194029851,0.792650918635171
"48","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","5",0.798004987531172,0.540625
"49","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","6",0.795511221945137,0.836990595611285
"50","19397c83-6941-4f2e-8067-60e5655c55a1","12","1",0.653366583541147,0.351145038167939
"51","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","1",0.513715710723192,0.752427184466019
"52","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","2",0.86783042394015,0.577586206896552
"53","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","3",0.3875,0.741935483870968
"54","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","4",0.492537313432836,0.232323232323232
"55","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","5",0.743142144638404,0.89261744966443
"56","1b9291ee-7904-4319-a182-222c2f7e9ddb","12","6",0.655860349127182,0.387832699619772
"57","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","1",0.795511221945137,0.191222570532915
"58","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","2",0.680798004987531,0.644688644688645
"59","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","3",0.945,0.246031746031746
"60","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","4",0.76865671641791,0.867313915857605
"61","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","5",0.695760598503741,0.315412186379928
"62","1d11ddd0-c1f0-4d87-b732-f16083f88e22","6","1",0.980049875311721,0.559796437659033
"63","1d11ddd0-c1f0-4d87-b732-f16083f88e22","6","2",0.845386533665835,0.84070796460177
"64","1d11ddd0-c1f0-4d87-b732-f16083f88e22","6","3",0.8725,0.171919770773639
"65","1d11ddd0-c1f0-4d87-b732-f16083f88e22","6","4",0.932835820895522,0.789333333333333
"66","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","1",0.880299251870324,0.739376770538244
"67","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","2",0.72568578553616,0.56701030927835
"68","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","3",0.7425,0.693602693602694
"69","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","4",0.711442786069652,0.472027972027972
"70","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","5",0.738154613466334,0.773648648648649
"71","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","6",0.870324189526185,0.71919770773639
"72","2422cca0-c228-4211-86c5-809afbcc7a4d","12","1",0.765586034912718,0.315960912052117
"73","2422cca0-c228-4211-86c5-809afbcc7a4d","12","2",0.673316708229426,0.577777777777778
"74","2422cca0-c228-4211-86c5-809afbcc7a4d","12","3",0.7025,0.249110320284698
"75","2422cca0-c228-4211-86c5-809afbcc7a4d","12","4",0.68407960199005,0.712727272727273
"76","2422cca0-c228-4211-86c5-809afbcc7a4d","12","5",0.780548628428928,0.309904153354633
"77","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","1",0.890274314214464,0.478991596638655
"78","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","2",0.860349127182045,0.353623188405797
"79","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","3",0.675,0.637037037037037
"80","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","4",0.805970149253731,0.611111111111111
"81","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","5",0.655860349127182,0.250950570342205
"82","257e85c7-6ba9-45b5-98da-5cd61b51b694","12","6",0.379052369077307,0.848684210526316
"83","293e9cd5-1fc6-4950-afd2-7929b83e0d4a","12","1",0.890274314214464,0.532212885154062
"84","293e9cd5-1fc6-4950-afd2-7929b83e0d4a","12","2",0.952618453865337,0.426701570680628
"85","293e9cd5-1fc6-4950-afd2-7929b83e0d4a","12","3",0.8275,0.51963746223565
"86","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","1",0.623441396508728,0.372
"87","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","2",0.72568578553616,0.43298969072165
"88","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","3",0.57,0.285087719298246
"89","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","4",0.900497512437811,0.679558011049724
"90","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","5",0.603491271820449,0.181818181818182
"91","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","6",0.780548628428928,0.670926517571885
"92","2f9f948f-d9da-40f2-b5b1-247207217245","12","1",0.765586034912718,0.543973941368078
"93","2f9f948f-d9da-40f2-b5b1-247207217245","12","2",0.817955112219451,0.310975609756098
"94","2f9f948f-d9da-40f2-b5b1-247207217245","12","3",0.82,0.667682926829268
"95","2f9f948f-d9da-40f2-b5b1-247207217245","12","4",0.68407960199005,0.414545454545455
"96","2f9f948f-d9da-40f2-b5b1-247207217245","12","5",0.880299251870324,0.436260623229462
"97","2f9f948f-d9da-40f2-b5b1-247207217245","12","6",0.698254364089776,0.535714285714286
"98","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","1",0.885286783042394,0.507042253521127
"99","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","2",0.640897755610973,0.459143968871595
"100","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","4",0.644278606965174,0.416988416988417
"101","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","5",0.446384039900249,0.418994413407821
"102","3253da16-238b-4f45-8610-dff84aa897d4","6","1",0.920199501246883,0.186991869918699
"103","3253da16-238b-4f45-8610-dff84aa897d4","6","2",0.850374064837905,0.621700879765396
"104","3253da16-238b-4f45-8610-dff84aa897d4","6","3",0.8825,0.597733711048159
"105","3253da16-238b-4f45-8610-dff84aa897d4","6","4",0.828358208955224,0.624624624624625
"106","3253da16-238b-4f45-8610-dff84aa897d4","6","5",0.745635910224439,0.528428093645485
"107","3253da16-238b-4f45-8610-dff84aa897d4","6","6",0.745635910224439,0.832775919732441
"108","388e70f5-902e-4197-9bf0-61e5f32de097","12","1",0.543640897755611,0.321100917431193
"109","388e70f5-902e-4197-9bf0-61e5f32de097","12","2",0.86284289276808,0.658959537572254
"110","388e70f5-902e-4197-9bf0-61e5f32de097","12","3",0.695,0.532374100719424
"111","388e70f5-902e-4197-9bf0-61e5f32de097","12","4",0.651741293532338,0.454198473282443
"112","388e70f5-902e-4197-9bf0-61e5f32de097","12","5",0.825436408977556,0.628398791540785
"113","388e70f5-902e-4197-9bf0-61e5f32de097","12","6",0.591022443890274,0.590717299578059
"114","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","1",0.359102244389027,0.229166666666667
"115","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","2",0.618453865336658,0.915322580645161
"116","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","3",0.82,0.167682926829268
"117","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","4",0.870646766169154,0.588571428571429
"118","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","5",0.673316708229426,0.381481481481481
"119","3f6f99f8-1ba6-4ce5-8a38-0e0179620eac","6","6",0.643391521197007,0.72093023255814
"120","47306b3d-3f47-4fa4-853f-d4adbd50ba6c","6","1",0.800498753117207,0.616822429906542
"121","47306b3d-3f47-4fa4-853f-d4adbd50ba6c","6","2",0.608478802992519,0.55327868852459
"122","47306b3d-3f47-4fa4-853f-d4adbd50ba6c","6","3",0.6475,0.517374517374517
"123","47306b3d-3f47-4fa4-853f-d4adbd50ba6c","6","4",0.537313432835821,0.462962962962963
"124","484c17b3-9364-461b-80e7-1e3a2715ee8e","12","1",0.548628428927681,0.531818181818182
"125","484c17b3-9364-461b-80e7-1e3a2715ee8e","12","2",0.623441396508728,0.436
"126","484c17b3-9364-461b-80e7-1e3a2715ee8e","12","3",0.545,0.394495412844037
"127","484c17b3-9364-461b-80e7-1e3a2715ee8e","12","5",0.403990024937656,0.746913580246914
"128","484c17b3-9364-461b-80e7-1e3a2715ee8e","12","6",0.478802992518703,0.161458333333333
"129","4e025f99-b4fa-41d9-8ad9-824b9d88d2d9","6","1",0.695760598503741,0.494623655913978
"130","4e025f99-b4fa-41d9-8ad9-824b9d88d2d9","6","2",0.42643391521197,0.859649122807018
"131","542a740b-12ca-43b1-96a0-6b2c2142d327","6","1",0.456359102244389,0.633879781420765
"132","542a740b-12ca-43b1-96a0-6b2c2142d327","6","2",0.401496259351621,0.75776397515528
"133","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","1",0.745635910224439,0.575250836120401
"134","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","2",0.698254364089776,0.567857142857143
"135","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","4",0.564676616915423,0.348017621145374
"136","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","5",0.618453865336658,0.899193548387097
"137","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","6",0.456359102244389,0.360655737704918
"138","5864ecf2-7993-4712-9177-f4feeab105ea","12","1",0.907730673316708,0.434065934065934
"139","5864ecf2-7993-4712-9177-f4feeab105ea","12","2",0.341645885286783,0.569343065693431
"140","5a7ea095-c369-46ce-9b7e-5538504dce52","6","1",0.456359102244389,0.224043715846995
"141","5a7ea095-c369-46ce-9b7e-5538504dce52","6","2",0.408977556109726,0.707317073170732
"142","5a7ea095-c369-46ce-9b7e-5538504dce52","6","3",0.33,0.212121212121212
"143","5a7ea095-c369-46ce-9b7e-5538504dce52","6","4",0.537313432835821,0.967592592592593
"144","5a7ea095-c369-46ce-9b7e-5538504dce52","6","5",0.8428927680798,0.375739644970414
"145","5a7ea095-c369-46ce-9b7e-5538504dce52","6","6",0.379052369077307,0.585526315789474
"146","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","12","1",0.820448877805486,0.285714285714286
"147","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","12","2",0.663341645885287,0.139097744360902
"148","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","12","3",0.775,0.470967741935484
"149","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","12","4",0.748756218905473,0.209302325581395
"150","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","12","5",0.620947630922693,0.0923694779116466
"151","623e1a76-c6b1-4069-a73e-d24df01bc069","12","1",0.556109725685786,0.143497757847534
"152","623e1a76-c6b1-4069-a73e-d24df01bc069","12","6",0.591022443890274,0.805907172995781
"153","6cc17b70-29de-481b-8672-f70a2428e0f9","6","1",0.733167082294264,0.738095238095238
"154","6cc17b70-29de-481b-8672-f70a2428e0f9","6","2",0.760598503740648,0.167213114754098
"155","6cc17b70-29de-481b-8672-f70a2428e0f9","6","3",0.63,0.571428571428571
"156","6cc17b70-29de-481b-8672-f70a2428e0f9","6","4",0.733830845771144,0.583050847457627
"157","6cc17b70-29de-481b-8672-f70a2428e0f9","6","5",0.506234413965087,0.763546798029557
"158","6cc17b70-29de-481b-8672-f70a2428e0f9","6","6",0.356608478802993,0.181818181818182
"159","8027ff65-17d3-4496-a0f3-e4feeaee5ffe","12","1",0.645885286783042,0.66023166023166
"160","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","1",0.817955112219451,0.701219512195122
"161","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","2",0.783042394014963,0.312101910828025
"162","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","3",0.5825,0.725321888412017
"163","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","4",0.95771144278607,0.58961038961039
"164","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","5",0.778054862842893,0.503205128205128
"165","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","6",0.645885286783042,0.432432432432432
"166","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","1",0.920199501246883,0.775067750677507
"167","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","2",0.882793017456359,0.64406779661017
"168","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","3",0.72,0.482638888888889
"169","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","4",0.579601990049751,0.802575107296137
"170","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","5",0.790523690773067,0.277602523659306
"171","87596fb5-e33a-4991-961b-e3f5a3ea080f","6","6",0.877805486284289,0.636363636363636
"172","8a362df5-0bae-43b3-a757-fd160cf111aa","6","1",0.957605985037406,0.372395833333333
"173","8a362df5-0bae-43b3-a757-fd160cf111aa","6","2",0.394014962593516,0.727848101265823
"174","8a362df5-0bae-43b3-a757-fd160cf111aa","6","3",0.9625,0.566233766233766
"175","8a362df5-0bae-43b3-a757-fd160cf111aa","6","4",0.741293532338308,0.278523489932886
"176","8a362df5-0bae-43b3-a757-fd160cf111aa","6","5",0.920199501246883,0.422764227642276
"177","8a362df5-0bae-43b3-a757-fd160cf111aa","6","6",0.86783042394015,0.359195402298851
"178","948f9377-b3b7-4910-87d6-b64eeee52434","6","1",0.57356608478803,0.430434782608696
"179","948f9377-b3b7-4910-87d6-b64eeee52434","6","3",0.4025,0.571428571428571
"180","96525cba-df8a-4248-90f6-220441592b0e","12","1",0.832917705735661,0.458083832335329
"181","96525cba-df8a-4248-90f6-220441592b0e","12","2",0.760598503740648,0.308196721311475
"182","96525cba-df8a-4248-90f6-220441592b0e","12","3",0.59,0.669491525423729
"183","96525cba-df8a-4248-90f6-220441592b0e","12","5",0.750623441396509,0.481727574750831
"184","9ad57cbc-f883-4b58-9b99-63e64c2bf71e","12","1",0.461346633416459,0.508108108108108
"185","9ad57cbc-f883-4b58-9b99-63e64c2bf71e","12","2",0.356608478802993,0.454545454545455
"186","9ad57cbc-f883-4b58-9b99-63e64c2bf71e","12","3",0.42,0.696428571428571
"187","9ad57cbc-f883-4b58-9b99-63e64c2bf71e","12","4",0.353233830845771,0.380281690140845
"188","9ad57cbc-f883-4b58-9b99-63e64c2bf71e","12","5",0.391521197007481,0.643312101910828
"189","9fd3fdc0-0d1d-4684-8567-479616056287","6","1",0.755610972568579,0.244224422442244
"190","9fd3fdc0-0d1d-4684-8567-479616056287","6","2",0.630922693266833,0.517786561264822
"191","9fd3fdc0-0d1d-4684-8567-479616056287","6","3",0.4575,0.327868852459016
"192","9fd3fdc0-0d1d-4684-8567-479616056287","6","6",0.650872817955112,0.0459770114942529
"193","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","1",0.610972568578554,0.551020408163265
"194","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","2",0.633416458852868,0.55511811023622
"195","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","3",0.7375,0.508474576271186
"196","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","6",0.86284289276808,0.985549132947977
"197","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","1",0.735660847880299,0.684745762711864
"198","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","2",0.58354114713217,0.52991452991453
"199","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","3",0.58,0.508620689655172
"200","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","4",0.850746268656716,0.526315789473684
"201","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","5",0.798004987531172,0.690625
"202","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","6",0.668329177057357,0.388059701492537
"203","a41efa95-31e9-4d20-ac63-5662316bd7e5","6","2",0.401496259351621,0.571428571428571
"204","a41efa95-31e9-4d20-ac63-5662316bd7e5","6","3",0.5575,0.573991031390135
"205","a41efa95-31e9-4d20-ac63-5662316bd7e5","6","4",0.450248756218905,0.453038674033149
"206","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","1",0.825436408977556,0.531722054380665
"207","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","2",0.71072319201995,0.424561403508772
"208","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","3",0.6925,0.122743682310469
"209","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","4",0.72636815920398,0.917808219178082
"210","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","5",0.471321695760599,0.132275132275132
"211","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","6",0.394014962593516,0.632911392405063
"212","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","1",0.728179551122195,0.568493150684932
"213","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","2",0.822942643391521,0.427272727272727
"214","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","3",0.7825,0.690095846645367
"215","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","4",0.609452736318408,0.416326530612245
"216","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","5",0.837905236907731,0.49702380952381
"217","a6141b72-7df0-44a4-9f7f-c1da97daae50","12","6",0.57356608478803,0.5
"218","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","1",0.775561097256858,0.366559485530547
"219","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","2",0.743142144638404,0.5
"220","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","3",0.845,0.390532544378698
"221","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","4",0.728855721393035,0.563139931740614
"222","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","5",0.625935162094763,0.454183266932271
"223","a8aae5c6-ec9b-4dfd-a9c1-4f5976d2d60f","6","6",0.451371571072319,0.613259668508287
"224","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","1",0.660847880299252,0.4
"225","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","2",0.473815461346633,0.505263157894737
"226","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","3",0.5625,0.133333333333333
"227","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","4",0.383084577114428,0.545454545454545
"228","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","5",0.518703241895262,0.629807692307692
"229","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","6",0.413965087281795,0.259036144578313
"230","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","1",0.835411471321696,0.13134328358209
"231","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","2",0.743142144638404,0.697986577181208
"232","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","3",0.6525,0.18007662835249
"233","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","4",0.574626865671642,0.943722943722944
"234","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","5",0.790523690773067,0.293375394321767
"235","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","6",0.970074812967581,0.0359897172236504
"236","ae4de261-f5e7-4282-817b-71d298e6ccec","12","1",0.84788029925187,0.523529411764706
"237","ae4de261-f5e7-4282-817b-71d298e6ccec","12","2",0.793017456359102,0.562893081761006
"238","ae4de261-f5e7-4282-817b-71d298e6ccec","12","3",0.8875,0.43943661971831
"239","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","1",0.915211970074813,0.272479564032698
"240","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","2",0.86783042394015,0.362068965517241
"241","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","3",0.86,0.51453488372093
"242","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","4",0.935323383084577,0.61968085106383
"243","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","5",0.870324189526185,0.33810888252149
"244","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","6",0.643391521197007,0.883720930232558
"245","be476632-1647-4ae8-8497-1d82d41d32b6","6","1",0.755610972568579,0.280528052805281
"246","be476632-1647-4ae8-8497-1d82d41d32b6","6","2",0.58354114713217,0.739316239316239
"247","be476632-1647-4ae8-8497-1d82d41d32b6","6","3",0.87,0.640804597701149
"248","be476632-1647-4ae8-8497-1d82d41d32b6","6","4",0.482587064676617,0.768041237113402
"249","be476632-1647-4ae8-8497-1d82d41d32b6","6","5",0.468827930174564,0.0638297872340425
"250","be476632-1647-4ae8-8497-1d82d41d32b6","6","6",0.386533665835411,0.632258064516129
"251","c249ac99-7103-4d9f-a385-6433ef511b7a","6","1",0.528678304239402,0.429245283018868
"252","c249ac99-7103-4d9f-a385-6433ef511b7a","6","2",0.591022443890274,0.455696202531646
"253","c249ac99-7103-4d9f-a385-6433ef511b7a","6","3",0.495,0.621212121212121
"254","c2518325-256a-47ae-a0f7-d968e9367e31","12","1",0.406483790523691,0.533742331288344
"255","cd0bcb7f-64fb-4cd3-85eb-74011bc1f834","6","1",0.925187032418953,0.466307277628032
"256","cd0bcb7f-64fb-4cd3-85eb-74011bc1f834","6","2",0.384039900249377,0.207792207792208
"257","ce3576ae-b709-4de2-9d36-32dc5df83253","12","1",0.855361596009975,0.720116618075802
"258","ce3576ae-b709-4de2-9d36-32dc5df83253","12","2",0.628428927680798,0.238095238095238
"259","ce3576ae-b709-4de2-9d36-32dc5df83253","12","3",0.59,0.610169491525424
"260","ce3576ae-b709-4de2-9d36-32dc5df83253","12","4",0.651741293532338,0.301526717557252
"261","ce3576ae-b709-4de2-9d36-32dc5df83253","12","5",0.822942643391521,0.678787878787879
"262","ce3576ae-b709-4de2-9d36-32dc5df83253","12","6",0.660847880299252,0.286792452830189
"263","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","1",0.713216957605985,0.36013986013986
"264","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","2",0.880299251870324,0.563739376770538
"265","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","3",0.9075,0.415977961432507
"266","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","4",0.753731343283582,0.204620462046205
"267","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","5",0.610972568578554,0.820408163265306
"268","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","1",0.817955112219451,0.490853658536585
"269","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","2",0.855361596009975,0.778425655976676
"270","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","3",0.715,0.374125874125874
"271","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","4",0.5,0.676616915422886
"272","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","5",0.845386533665835,0.306784660766962
"273","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","6",0.695760598503741,0.519713261648746
"274","d7947371-1fbc-444b-9f5b-8c93452af17c","12","1",0.897755610972569,0.594444444444444
"275","d7947371-1fbc-444b-9f5b-8c93452af17c","12","2",0.768079800498753,0.659090909090909
"276","d7947371-1fbc-444b-9f5b-8c93452af17c","12","3",0.675,0.559259259259259
"277","d7947371-1fbc-444b-9f5b-8c93452af17c","12","4",0.850746268656716,0.605263157894737
"278","d7947371-1fbc-444b-9f5b-8c93452af17c","12","5",0.885286783042394,0.585915492957746
"279","d7947371-1fbc-444b-9f5b-8c93452af17c","12","6",0.521197007481297,0.526315789473684
"280","d9c799e8-ffd9-4845-89d1-0e2432e9f25a","12","1",0.788029925187032,0.262658227848101
