"","response_uuid","Age","Trial","Usable frames (%)","change_good","Stimulus.type"
"1","004732ad-6b7f-4b0c-861b-48fe2a7f3287","6","1",0.778301886792453,0.733333333333333,"Small"
"2","004732ad-6b7f-4b0c-861b-48fe2a7f3287","6","2",0.872937293729373,0.43289224952741,"Small"
"3","004732ad-6b7f-4b0c-861b-48fe2a7f3287","6","3",0.724409448818898,0.845652173913043,"Small"
"4","004732ad-6b7f-4b0c-861b-48fe2a7f3287","6","4",0.554076539101497,0.333333333333333,"Small"
"5","04d5f486-93c0-4fa9-b2f8-d0abdef53e6c","12","1",0.345911949685535,0.690909090909091,"Big"
"6","04d5f486-93c0-4fa9-b2f8-d0abdef53e6c","12","2",0.367986798679868,0.587443946188341,"Big"
"7","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","1",0.663522012578616,0.317535545023697,"Big"
"8","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","2",0.94059405940594,0.950877192982456,"Big"
"9","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","3",0.705511811023622,0.455357142857143,"Big"
"10","06593bf2-f310-46bb-8a43-9c72dc7811b0","6","4",0.860232945091514,0.655705996131528,"Big"
"11","095b6236-bad8-4356-8325-878f7a78c608","6","1",0.539308176100629,0.612244897959184,"Small"
"12","095b6236-bad8-4356-8325-878f7a78c608","6","2",0.613861386138614,0.150537634408602,"Small"
"13","095b6236-bad8-4356-8325-878f7a78c608","6","4",0.410981697171381,0.384615384615385,"Small"
"14","0b01ad73-6636-4eb1-bd1c-7ee3f5744f5e","12","4",0.668885191347754,0.345771144278607,"Small"
"15","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","1",0.806603773584906,0.861598440545809,"Small"
"16","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","2",0.765676567656766,0.420258620689655,"Small"
"17","18088fc2-ebda-40ff-a630-70ffa64a67ea","12","3",0.69763779527559,0.433408577878104,"Small"
"18","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","1",0.355345911949686,0.482300884955752,"Small"
"19","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","12","3",0.555905511811024,0.813031161473088,"Small"
"20","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","1",0.69496855345912,0.34841628959276,"Big"
"21","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","2",0.79042904290429,0.759916492693111,"Big"
"22","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","3",0.601574803149606,0.772251308900524,"Big"
"23","1da22c85-469f-44c2-9bb3-312daf3b21a5","12","4",0.550748752079867,0.51963746223565,"Big"
"24","25c12ba4-d8c9-4e68-8309-cba774c947db","6","1",0.663522012578616,0.336492890995261,"Big"
"25","25c12ba4-d8c9-4e68-8309-cba774c947db","6","2",0.457095709570957,0.729241877256318,"Big"
"26","25c12ba4-d8c9-4e68-8309-cba774c947db","6","3",0.338582677165354,0.758139534883721,"Big"
"27","293e9cd5-1fc6-4950-afd2-7929b83e0d4a","12","1",0.54559748427673,0.423631123919308,"Big"
"28","293e9cd5-1fc6-4950-afd2-7929b83e0d4a","12","2",0.587458745874587,0.806179775280899,"Big"
"29","2b882a59-5857-481e-bda7-cdff7bd8f56e","12","1",0.814465408805031,0.472972972972973,"Big"
"30","2b882a59-5857-481e-bda7-cdff7bd8f56e","12","2",0.485148514851485,0.578231292517007,"Big"
"31","2b882a59-5857-481e-bda7-cdff7bd8f56e","12","3",0.603149606299213,0.866840731070496,"Big"
"32","2b882a59-5857-481e-bda7-cdff7bd8f56e","12","4",0.590682196339434,0.188732394366197,"Big"
"33","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","1",0.625786163522013,0.0979899497487437,"Small"
"34","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","2",0.937293729372937,0.420774647887324,"Small"
"35","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","3",0.746456692913386,0.417721518987342,"Small"
"36","2e9bcba0-31d6-48ef-9ec8-04ccbc838ff9","12","4",0.632279534109817,0.6,"Small"
"37","2f184f61-d2b2-423c-bed5-027b0514aebd","6","1",0.567610062893082,0.42382271468144,"Big"
"38","2f184f61-d2b2-423c-bed5-027b0514aebd","6","2",0.453795379537954,0.810909090909091,"Big"
"39","2f184f61-d2b2-423c-bed5-027b0514aebd","6","3",0.456692913385827,0.413793103448276,"Big"
"40","2f184f61-d2b2-423c-bed5-027b0514aebd","6","4",0.394342762063228,0.29957805907173,"Big"
"41","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","1",0.573899371069182,0.734246575342466,"Big"
"42","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","3",0.398425196850394,0.486166007905138,"Big"
"43","31166c21-7fcb-4d7f-b606-1ce38fbea56f","6","4",0.372712146422629,0.482142857142857,"Big"
"44","3253da16-238b-4f45-8610-dff84aa897d4","6","1",0.792452830188679,0.579365079365079,"Big"
"45","3253da16-238b-4f45-8610-dff84aa897d4","6","2",0.844884488448845,0.8046875,"Big"
"46","3253da16-238b-4f45-8610-dff84aa897d4","6","3",0.724409448818898,0.271739130434783,"Big"
"47","3253da16-238b-4f45-8610-dff84aa897d4","6","4",0.653910149750416,0.829516539440204,"Big"
"48","388e70f5-902e-4197-9bf0-61e5f32de097","12","1",0.726415094339623,0.683982683982684,"Big"
"49","388e70f5-902e-4197-9bf0-61e5f32de097","12","2",0.613861386138614,0.354838709677419,"Big"
"50","388e70f5-902e-4197-9bf0-61e5f32de097","12","3",0.611023622047244,0.832474226804124,"Big"
"51","48444209-fd3a-4173-8854-366e6f1bb582","12","1",0.886792452830189,0.859929078014184,"Small"
"52","48444209-fd3a-4173-8854-366e6f1bb582","12","2",0.760726072607261,0.631236442516269,"Small"
"53","48444209-fd3a-4173-8854-366e6f1bb582","12","3",0.571653543307087,0.944903581267218,"Small"
"54","4e025f99-b4fa-41d9-8ad9-824b9d88d2d9","6","1",0.470125786163522,0.68561872909699,"Big"
"55","4e025f99-b4fa-41d9-8ad9-824b9d88d2d9","6","2",0.488448844884488,0.97972972972973,"Big"
"56","500df8d0-a283-43bd-b60b-dd291f0484b0","12","1",0.677672955974843,0.645011600928074,"Big"
"57","542a740b-12ca-43b1-96a0-6b2c2142d327","6","1",0.479559748427673,0.616393442622951,"Big"
"58","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","1",0.918238993710692,0.294520547945205,"Small"
"59","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","2",0.557755775577558,0.653846153846154,"Small"
"60","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","3",0.647244094488189,0.435523114355231,"Small"
"61","5695668c-eb3e-4156-8fe9-8c8615c26a4a","12","4",0.638935108153078,0.84375,"Small"
"62","5864ecf2-7993-4712-9177-f4feeab105ea","12","1",0.779874213836478,0.782258064516129,"Big"
"63","5864ecf2-7993-4712-9177-f4feeab105ea","12","2",0.846534653465347,0.130604288499025,"Big"
"64","5864ecf2-7993-4712-9177-f4feeab105ea","12","3",0.899212598425197,0.40630472854641,"Big"
"65","5864ecf2-7993-4712-9177-f4feeab105ea","12","4",0.642262895174709,0.129533678756477,"Big"
"66","6cc17b70-29de-481b-8672-f70a2428e0f9","6","1",0.617924528301887,0.959287531806616,"Big"
"67","6cc17b70-29de-481b-8672-f70a2428e0f9","6","2",0.592409240924092,0.222841225626741,"Big"
"68","6cc17b70-29de-481b-8672-f70a2428e0f9","6","3",0.566929133858268,0.488888888888889,"Big"
"69","6cc17b70-29de-481b-8672-f70a2428e0f9","6","4",0.437603993344426,0.319391634980989,"Big"
"70","8027ff65-17d3-4496-a0f3-e4feeaee5ffe","12","1",0.389937106918239,0.25,"Big"
"71","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","1",0.709119496855346,0.69179600886918,"Big"
"72","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","2",0.636963696369637,0.287564766839378,"Big"
"73","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","12","4",0.419301164725458,0.575396825396825,"Big"
"74","8a362df5-0bae-43b3-a757-fd160cf111aa","6","1",0.85377358490566,0.226519337016575,"Small"
"75","8a362df5-0bae-43b3-a757-fd160cf111aa","6","2",0.848184818481848,0.0603112840466926,"Small"
"76","8a362df5-0bae-43b3-a757-fd160cf111aa","6","3",0.703937007874016,0.80089485458613,"Small"
"77","8a362df5-0bae-43b3-a757-fd160cf111aa","6","4",0.487520798668885,0.48122866894198,"Small"
"78","95b2ce0f-c3c6-4de4-8d32-9f050ab5c501","6","1",0.819182389937107,0.165067178502879,"Small"
"79","95b2ce0f-c3c6-4de4-8d32-9f050ab5c501","6","2",0.567656765676568,0.912790697674419,"Small"
"80","95b2ce0f-c3c6-4de4-8d32-9f050ab5c501","6","3",0.606299212598425,0.532467532467532,"Small"
"81","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","1",0.713836477987421,0.773127753303965,"Big"
"82","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","2",0.721122112211221,0.459954233409611,"Big"
"83","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","3",0.752755905511811,0.780334728033473,"Big"
"84","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","12","4",0.697171381031614,0.651551312649165,"Big"
"85","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","1",0.477987421383648,0.421052631578947,"Big"
"86","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","2",0.382838283828383,0.568965517241379,"Big"
"87","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","3",0.428346456692913,0.683823529411765,"Big"
"88","a5dedd8f-fc40-40d4-a794-01c2637fc2ce","12","4",0.387687188019967,0.553648068669528,"Big"
"89","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","1",0.578616352201258,0.646739130434783,"Small"
"90","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","2",0.503300330033003,0.472131147540984,"Small"
"91","aac0690d-0aa0-4ba1-923c-8d11717f228b","12","3",0.42992125984252,0.615384615384615,"Small"
"92","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","1",0.794025157232704,0.596039603960396,"Big"
"93","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","2",0.732673267326733,0.718468468468468,"Big"
"94","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","3",0.552755905511811,0.39031339031339,"Big"
"95","ad5bf6d6-7ae2-4b4d-b102-d8406e77c167","6","4",0.640599001663893,0.942857142857143,"Big"
"96","ae4de261-f5e7-4282-817b-71d298e6ccec","12","1",0.762578616352201,0.375257731958763,"Big"
"97","ae4de261-f5e7-4282-817b-71d298e6ccec","12","2",0.633663366336634,0.388020833333333,"Big"
"98","af5f2baa-7fed-41c3-83f8-c0c53f202782","6","1",0.712264150943396,0.54083885209713,"Big"
"99","b3281ac1-0414-4b63-884a-00770a2c0498","6","1",0.734276729559748,0.728051391862955,"Big"
"100","b3281ac1-0414-4b63-884a-00770a2c0498","6","2",0.726072607260726,0.813636363636364,"Big"
"101","b3281ac1-0414-4b63-884a-00770a2c0498","6","3",0.462992125984252,0.758503401360544,"Big"
"102","b3281ac1-0414-4b63-884a-00770a2c0498","6","4",0.444259567387687,0.561797752808989,"Big"
"103","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","1",0.734276729559748,0.805139186295503,"Big"
"104","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","2",0.742574257425743,0.573333333333333,"Big"
"105","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","3",0.82992125984252,0.888045540796964,"Big"
"106","b9679102-1cee-4edb-9cd4-00f0aba34ed2","6","4",0.816971713810316,0.242362525458248,"Big"
"107","be476632-1647-4ae8-8497-1d82d41d32b6","6","1",0.477987421383648,0.0460526315789474,"Small"
"108","be476632-1647-4ae8-8497-1d82d41d32b6","6","3",0.486614173228346,0.608414239482201,"Small"
"109","c249ac99-7103-4d9f-a385-6433ef511b7a","6","1",0.391509433962264,0.698795180722892,"Small"
"110","cd0bcb7f-64fb-4cd3-85eb-74011bc1f834","6","1",0.333333333333333,0.952830188679245,"Small"
"111","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","1",0.982704402515723,0.9648,"Big"
"112","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","2",0.684818481848185,0.640963855421687,"Big"
"113","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","3",0.686614173228347,0.0665137614678899,"Big"
"114","d7947371-1fbc-444b-9f5b-8c93452af17c","12","1",0.539308176100629,0.486880466472303,"Small"
"115","d7947371-1fbc-444b-9f5b-8c93452af17c","12","2",0.381188118811881,0.242424242424242,"Small"
"116","d7947371-1fbc-444b-9f5b-8c93452af17c","12","4",0.361064891846922,0.6036866359447,"Small"
"117","da02ea62-68b6-4b32-965d-9676bd328193","12","1",0.638364779874214,0.381773399014778,"Small"
"118","da02ea62-68b6-4b32-965d-9676bd328193","12","2",0.433993399339934,0.703422053231939,"Small"
"119","da02ea62-68b6-4b32-965d-9676bd328193","12","4",0.46089850249584,0.252707581227437,"Small"
"120","daa9097b-722d-4e57-846a-97a5e548e2ce","6","1",0.614779874213837,0.107416879795396,"Big"
"121","daa9097b-722d-4e57-846a-97a5e548e2ce","6","2",0.628712871287129,0.803149606299213,"Big"
"122","daa9097b-722d-4e57-846a-97a5e548e2ce","6","3",0.4,0.877952755905512,"Big"
"123","daa9097b-722d-4e57-846a-97a5e548e2ce","6","4",0.349417637271215,0.404761904761905,"Big"
"124","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","1",0.748427672955975,0.252100840336134,"Small"
"125","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","2",0.768976897689769,0.371244635193133,"Small"
"126","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","3",0.428346456692913,0.838235294117647,"Small"
"127","e65cced6-5854-47c6-a74e-a20046fbdfb4","6","2",0.397689768976898,0.564315352697095,"Small"
"128","e65cced6-5854-47c6-a74e-a20046fbdfb4","6","3",0.42992125984252,0.36996336996337,"Small"
"129","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","1",0.536163522012579,0.436950146627566,"Big"
"130","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","2",0.856435643564356,0.91907514450867,"Big"
"131","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","3",0.365354330708661,0.646551724137931,"Big"
"132","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","4",0.420965058236273,0.984189723320158,"Big"
"133","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","1",0.654088050314465,0.788461538461538,"Big"
"134","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","2",0.506600660066007,0.625407166123778,"Big"
"135","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","3",0.568503937007874,0.642659279778393,"Big"
"136","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","4",0.911813643926789,0.972627737226277,"Big"
"137","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","1",0.889937106918239,0.333922261484099,"Small"
"138","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","2",0.884488448844885,0.850746268656716,"Small"
"139","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","3",0.982677165354331,0.498397435897436,"Small"
