"","response_uuid","Trial_tot","Age","Usable frames (%)","novel_good_avg","Stimulus.type"
"178","5ec484d7-b2e0-47ab-ab9a-34290f15cfcc","3","12",0.446280991735537,0.824074074074074,"Nonsocial"
"179","6cc17b70-29de-481b-8672-f70a2428e0f9","1","6",0.679012345679012,0.417659352142111,"Social"
"180","6cc17b70-29de-481b-8672-f70a2428e0f9","2","6",0.454545454545455,0.504396423248882,"Nonsocial"
"181","6cc17b70-29de-481b-8672-f70a2428e0f9","3","6",0.528925619834711,0.550980839416058,"Social"
"182","6cc17b70-29de-481b-8672-f70a2428e0f9","4","6",0.512396694214876,0.5,"Nonsocial"
"183","6cc17b70-29de-481b-8672-f70a2428e0f9","5","6",0.599173553719008,0.875862068965517,"Social"
"184","6cc17b70-29de-481b-8672-f70a2428e0f9","6","6",0.533057851239669,0.343528816986855,"Nonsocial"
"185","82e131df-e2ce-47da-9b19-990c27fa04a7","1","12",0.592592592592593,0.607866575591985,"Nonsocial"
"186","82e131df-e2ce-47da-9b19-990c27fa04a7","2","12",0.71900826446281,0.479357260145438,"Social"
"187","82e131df-e2ce-47da-9b19-990c27fa04a7","3","12",0.863636363636364,0.590358639962739,"Social"
"188","82e131df-e2ce-47da-9b19-990c27fa04a7","4","12",0.860082304526749,0.636363636363636,"Nonsocial"
"189","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","1","12",0.860082304526749,0.550623718386876,"Social"
"190","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","2","12",0.504132231404959,0.475409836065574,"Nonsocial"
"191","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","3","12",0.359504132231405,0.586206896551724,"Nonsocial"
"192","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","4","12",0.913223140495868,0.610328002168609,"Social"
"193","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","5","12",0.371900826446281,0.411111111111111,"Nonsocial"
"194","84d5c1e5-cadb-46dd-aca5-1a906e3916ca","6","12",0.574380165289256,0.615751609238925,"Social"
"195","87596fb5-e33a-4991-961b-e3f5a3ea080f","1","6",0.772727272727273,0.571839148154256,"Social"
"196","87596fb5-e33a-4991-961b-e3f5a3ea080f","2","6",0.367768595041322,0.471910112359551,"Nonsocial"
"197","87596fb5-e33a-4991-961b-e3f5a3ea080f","3","6",0.48559670781893,0.45969649191959,"Nonsocial"
"198","87596fb5-e33a-4991-961b-e3f5a3ea080f","4","6",0.458677685950413,0.963963963963964,"Social"
"199","88ff4560-925e-4786-a72a-41dcb62716b6","1","12",0.504132231404959,0.483606557377049,"Nonsocial"
"200","8a362df5-0bae-43b3-a757-fd160cf111aa","1","6",0.768595041322314,0.528563483235341,"Nonsocial"
"201","8a362df5-0bae-43b3-a757-fd160cf111aa","2","6",0.830578512396694,0.449841700587969,"Social"
"202","8a362df5-0bae-43b3-a757-fd160cf111aa","3","6",0.991769547325103,0.405078477358831,"Social"
"203","8a362df5-0bae-43b3-a757-fd160cf111aa","4","6",0.483471074380165,0.507875457875458,"Nonsocial"
