"","response_uuid","Age","Trial","Usable frames (%)","novel_good","Stimulus type"
"47","510ce501-f2b4-4c71-baef-5722ca1d840b","12","2",0.788973384030418,0.559036144578313,"S"
"48","510ce501-f2b4-4c71-baef-5722ca1d840b","12","3",0.785984848484849,0.546987951807229,"S"
"49","510ce501-f2b4-4c71-baef-5722ca1d840b","12","4",0.477186311787072,0.649402390438247,"NS"
"50","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","1",0.664772727272727,0.319088319088319,"S"
"51","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","2",0.600760456273764,0.525316455696203,"NS"
"52","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","3",0.856060606060606,0.694690265486726,"NS"
"53","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","4",0.562737642585551,0.591216216216216,"S"
"54","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","5",0.533206831119545,0.405693950177936,"NS"
"55","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","6",0.836190476190476,0.594533029612756,"S"
"56","5f983d44-1037-4c49-8668-8f7aef902000","6","1",0.596590909090909,0.412698412698413,"NS"
"57","69296e59-1aec-4e58-8c60-3e7d2f717892","12","1",0.742424242424242,0.665816326530612,"NS"
"58","69296e59-1aec-4e58-8c60-3e7d2f717892","12","2",0.737642585551331,0.554123711340206,"S"
"59","69296e59-1aec-4e58-8c60-3e7d2f717892","12","3",0.81060606060606,0.824766355140187,"S"
"60","69296e59-1aec-4e58-8c60-3e7d2f717892","12","4",0.809885931558935,0.633802816901408,"NS"
"61","69296e59-1aec-4e58-8c60-3e7d2f717892","12","5",0.817836812144213,0.561484918793503,"S"
"62","6eedc391-a9e2-4f7b-9906-02ac49332f84","12","1",0.632575757575758,0.547904191616767,"S"
"63","6eedc391-a9e2-4f7b-9906-02ac49332f84","12","2",0.490494296577947,0.732558139534884,"NS"
"64","6eedc391-a9e2-4f7b-9906-02ac49332f84","12","3",0.767045454545455,0.617283950617284,"NS"
"65","6eedc391-a9e2-4f7b-9906-02ac49332f84","12","4",0.564638783269962,0.609427609427609,"S"
"66","6eedc391-a9e2-4f7b-9906-02ac49332f84","12","5",0.717267552182163,0.542328042328042,"S"
"67","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","1",0.401515151515151,0.702830188679245,"S"
"68","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","6",0.668571428571429,0.752136752136752,"S"
"69","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","1",0.583333333333333,0.522727272727273,"S"
"70","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","2",0.452471482889734,0.449579831932773,"NS"
"71","7429cbef-2376-4c33-a67e-73f1c7247558","6","1",0.526515151515151,0.399280575539568,"S"
"72","7429cbef-2376-4c33-a67e-73f1c7247558","6","2",0.579847908745247,0.740983606557377,"NS"
"73","7429cbef-2376-4c33-a67e-73f1c7247558","6","3",0.702651515151515,0.55256064690027,"S"
"74","7429cbef-2376-4c33-a67e-73f1c7247558","6","4",0.473384030418251,0.823293172690763,"NS"
"75","7429cbef-2376-4c33-a67e-73f1c7247558","6","5",0.751423149905123,0.0934343434343434,"S"
"76","7429cbef-2376-4c33-a67e-73f1c7247558","6","6",0.571428571428571,0.646666666666667,"NS"
"77","7e57671a-48b8-4449-a025-f03abd43e3ea","6","1",0.34469696969697,0.417582417582418,"NS"
"78","7e57671a-48b8-4449-a025-f03abd43e3ea","6","2",0.365019011406844,0.53125,"S"
"79","7e57671a-48b8-4449-a025-f03abd43e3ea","6","3",0.888257575757576,0.402985074626866,"S"
"80","7e57671a-48b8-4449-a025-f03abd43e3ea","6","5",0.789373814041746,0.533653846153846,"S"
"81","7e57671a-48b8-4449-a025-f03abd43e3ea","6","6",0.678095238095238,0.514044943820225,"NS"
"82","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","1",0.350378787878788,0.497297297297297,"NS"
"83","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","2",0.452471482889734,0.470588235294118,"S"
"84","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","3",0.46780303030303,0.720647773279352,"S"
"85","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","5",0.368121442125237,0.835051546391753,"S"
"86","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","1",0.922348484848485,0.642710472279261,"S"
"87","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","2",0.756653992395437,0.520100502512563,"NS"
"88","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","3",0.331439393939394,0.325714285714286,"S"
"89","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","4",0.638783269961977,0.633928571428571,"NS"
"90","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","5",0.335863377609108,0.129943502824859,"S"
"91","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","6",0.365714285714286,0.692708333333333,"NS"
"92","946c2360-cad0-45b6-9157-c238ef148691","12","1",0.761363636363636,0.621890547263682,"NS"
"93","946c2360-cad0-45b6-9157-c238ef148691","12","2",0.680608365019011,0.729050279329609,"S"
"94","946c2360-cad0-45b6-9157-c238ef148691","12","3",0.549242424242424,0.462068965517241,"S"
"95","946c2360-cad0-45b6-9157-c238ef148691","12","4",0.461977186311787,0.547325102880658,"NS"
"96","95a35449-b581-4be3-a5f7-4b193925b0ca","12","1",0.721590909090909,0.540682414698163,"S"
"97","95a35449-b581-4be3-a5f7-4b193925b0ca","12","2",0.403041825095057,0.556603773584906,"NS"
"98","95a35449-b581-4be3-a5f7-4b193925b0ca","12","3",0.416666666666667,0.531818181818182,"NS"
"99","95a35449-b581-4be3-a5f7-4b193925b0ca","12","4",0.610266159695818,0.613707165109034,"S"
"100","95a35449-b581-4be3-a5f7-4b193925b0ca","12","6",0.516190476190476,0.612546125461255,"S"
"101","9ca6f0dc-cbf8-45d0-af57-6d0e3a05e342","6","1",0.579545454545455,0.532679738562091,"NS"
"102","9ca6f0dc-cbf8-45d0-af57-6d0e3a05e342","6","2",0.340304182509506,0.575418994413408,"S"
"103","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","1",0.776515151515151,0.670731707317073,"S"
"104","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","2",0.750950570342205,0.6,"NS"
"105","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","1",0.68560606060606,0.560773480662983,"NS"
"106","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","2",0.82319391634981,0.484988452655889,"S"
"107","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","3",0.878787878787879,0.553879310344828,"S"
"108","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","4",0.781368821292776,0.598540145985402,"NS"
"109","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","5",0.81404174573055,0.547785547785548,"S"
"110","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","6",0.68952380952381,0.31767955801105,"NS"
"111","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","1",0.886363636363636,0.564102564102564,"S"
"112","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","2",0.602661596958175,0.32807570977918,"NS"
"113","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","3",0.547348484848485,0.546712802768166,"NS"
"114","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","4",0.85361216730038,0.570155902004454,"S"
"115","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","6",0.767619047619048,0.734491315136476,"S"
"116","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","1",0.509469696969697,0.602230483271376,"S"
"117","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","2",0.576045627376426,0.488448844884488,"NS"
"118","afe3b597-c84a-40d7-a709-64711604bb38","12","1",0.659090909090909,0.514367816091954,"NS"
"119","afe3b597-c84a-40d7-a709-64711604bb38","12","2",0.88212927756654,0.648706896551724,"S"
"120","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","1",0.528409090909091,0.473118279569892,"NS"
"121","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","4",0.342205323193916,0.277777777777778,"NS"
"122","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","5",0.466793168880455,0.817073170731707,"NS"
"123","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","1",0.710227272727273,0.624,"NS"
"124","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","2",0.779467680608365,0.607317073170732,"S"
"125","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","3",0.681818181818182,0.516666666666667,"S"
"126","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","4",0.416349809885932,0.337899543378995,"NS"
"127","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","6",0.451428571428571,0.586497890295359,"S"
"128","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","1",0.736742424242424,0.465295629820051,"NS"
"129","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","2",0.88212927756654,0.474137931034483,"S"
"130","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","3",0.84469696969697,0.591928251121076,"S"
"131","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","4",0.840304182509506,0.649321266968326,"NS"
"132","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","5",0.781783681214421,0.463592233009709,"S"
"133","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","6",0.723809523809524,0.628947368421053,"NS"
"134","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","1",0.90530303030303,0.403765690376569,"S"
"135","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","2",0.623574144486692,0.521341463414634,"NS"
"136","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","3",0.609848484848485,0.552795031055901,"NS"
"137","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","4",0.811787072243346,0.430913348946136,"S"
"138","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","5",0.603415559772296,0.779874213836478,"NS"
"139","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","6",0.912380952380952,0.336116910229645,"S"
"140","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","3",0.393939393939394,0.591346153846154,"S"
"141","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","1",0.861742424242424,0.569230769230769,"S"
"142","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","2",0.695817490494297,0.366120218579235,"NS"
"143","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","3",0.765151515151515,0.646039603960396,"NS"
"144","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","4",0.826996197718631,0.416091954022988,"S"
"145","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","5",0.770398481973435,0.435960591133005,"S"
"146","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","6",0.685714285714286,0.391666666666667,"NS"
"147","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","1",0.515151515151515,0.334558823529412,"NS"
"148","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","2",0.53041825095057,0.379928315412186,"S"
"149","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","4",0.5,0.745247148288973,"NS"
"150","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","5",0.55977229601518,0.566101694915254,"NS"
"151","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","1",0.602272727272727,0.364779874213836,"NS"
"152","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","2",0.866920152091255,0.596491228070175,"S"
"153","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","3",0.761363636363636,0.5,"S"
"154","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","4",0.406844106463878,0.686915887850467,"NS"
"155","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","5",0.466793168880455,0.451219512195122,"NS"
"156","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","6",0.548571428571429,0.666666666666667,"S"
"157","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","1",0.727272727272727,0.395833333333333,"S"
"158","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","2",0.566539923954373,0.429530201342282,"NS"
"159","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","3",0.602272727272727,0.229559748427673,"NS"
"160","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","4",0.606463878326996,0.664576802507837,"S"
"161","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","5",0.529411764705882,0.426523297491039,"S"
"162","d5c00f11-5f46-4919-835f-ff52db609317","12","2",0.58745247148289,0.634304207119741,"NS"
"163","d5c00f11-5f46-4919-835f-ff52db609317","12","3",0.424242424242424,0.544642857142857,"NS"
"164","d5c00f11-5f46-4919-835f-ff52db609317","12","4",0.482889733840304,0.637795275590551,"S"
"165","d5c00f11-5f46-4919-835f-ff52db609317","12","5",0.567362428842505,0.431438127090301,"S"
"166","d5c00f11-5f46-4919-835f-ff52db609317","12","6",0.733333333333333,0.618181818181818,"NS"
"167","db073f15-743f-44c0-a00f-f933f02ae741","12","1",0.340909090909091,0.505555555555556,"S"
"168","db21e9a1-478a-4b07-a79d-9c586c711f40","6","1",0.439393939393939,0.556034482758621,"S"
"169","db21e9a1-478a-4b07-a79d-9c586c711f40","6","2",0.560836501901141,0.386440677966102,"NS"
"170","db21e9a1-478a-4b07-a79d-9c586c711f40","6","3",0.554924242424242,0.460750853242321,"NS"
"171","db21e9a1-478a-4b07-a79d-9c586c711f40","6","6",0.375238095238095,0.375634517766497,"S"
"172","e1de4a92-a702-4f77-92cb-437799e28dae","6","1",0.863636363636364,0.484649122807018,"S"
"173","e1de4a92-a702-4f77-92cb-437799e28dae","6","2",0.511406844106464,0.386617100371747,"NS"
"174","e1de4a92-a702-4f77-92cb-437799e28dae","6","3",0.518939393939394,0.675182481751825,"NS"
"175","e1de4a92-a702-4f77-92cb-437799e28dae","6","4",0.937262357414449,0.626774847870183,"S"
"176","e1de4a92-a702-4f77-92cb-437799e28dae","6","5",0.548387096774194,0.612456747404844,"NS"
"177","e1de4a92-a702-4f77-92cb-437799e28dae","6","6",0.657142857142857,0.434782608695652,"S"
"178","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","2",0.524714828897338,0.518115942028985,"S"
"179","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","3",0.556818181818182,0.578231292517007,"NS"
"180","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","4",0.595057034220532,0.482428115015974,"S"
"181","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","5",0.555977229601518,0.62457337883959,"NS"
"182","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","6",0.565714285714286,0.35016835016835,"S"
"183","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","1",0.621212121212121,0.26219512195122,"NS"
"184","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","2",0.838403041825095,0.507936507936508,"S"
"185","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","3",0.789772727272727,0.575539568345324,"S"
"186","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","4",0.501901140684411,0.696969696969697,"NS"
"187","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","5",0.565464895635674,0.697986577181208,"S"
"188","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","6",0.586666666666667,0.327922077922078,"NS"
"189","f22b3366-1a35-4b22-8bdf-d29879221af7","6","1",0.628787878787879,0.439759036144578,"NS"
"190","f22b3366-1a35-4b22-8bdf-d29879221af7","6","2",0.501901140684411,0.568181818181818,"S"
"191","f22b3366-1a35-4b22-8bdf-d29879221af7","6","3",0.473484848484849,0.572,"S"
"192","f53c1242-7c7e-441e-b24e-f1745def2023","12","2",0.376425855513308,0.626262626262626,"NS"
"193","f53c1242-7c7e-441e-b24e-f1745def2023","12","3",0.507575757575758,0.567164179104478,"NS"
"194","f53c1242-7c7e-441e-b24e-f1745def2023","12","4",0.551330798479088,0.541379310344828,"S"
"195","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","1",0.795454545454545,0.39047619047619,"NS"
"196","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","2",0.9106463878327,0.58455114822547,"S"
"197","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","3",0.895833333333333,0.562367864693446,"S"
"198","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","4",0.623574144486692,0.314024390243902,"NS"
"199","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","5",0.552182163187856,0.498281786941581,"S"
"200","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","6",0.493333333333333,0.629343629343629,"NS"
